date,nav
2018-05-25,1000000.0
2018-05-28,1000000.0
2018-05-29,1000000.0
2018-05-30,1000000.0
2018-05-31,1000000.0
2018-06-01,1000000.0
2018-06-04,1000000.0
2018-06-05,1000000.0
2018-06-06,1000000.0
2018-06-07,1000000.0
2018-06-08,1000000.0
2018-06-11,1000000.0
2018-06-12,1000000.0
2018-06-13,1000000.0
2018-06-14,1000000.0
2018-06-15,1000000.0
2018-06-19,1000000.0
2018-06-20,1000000.0
2018-06-21,1000000.0
2018-06-22,1000000.0
2018-06-25,1000000.0
2018-06-26,1000000.0
2018-06-27,1000000.0
2018-06-28,1000000.0
2018-06-29,1000000.0
2018-07-02,1000000.0
2018-07-03,1000000.0
2018-07-04,1000000.0
2018-07-05,1000000.0
2018-07-06,1000000.0
2018-07-09,1000000.0
2018-07-10,1000000.0
2018-07-11,1000000.0
2018-07-12,1000000.0
2018-07-13,1000000.0
2018-07-16,1000000.0
2018-07-17,1000000.0
2018-07-18,1000000.0
2018-07-19,1000000.0
2018-07-20,1000000.0
2018-07-23,1000000.0
2018-07-24,1000000.0
2018-07-25,1000000.0
2018-07-26,1000000.0
2018-07-27,1000000.0
2018-07-30,1000000.0
2018-07-31,1000000.0
2018-08-01,1000000.0
2018-08-02,1000000.0
2018-08-03,1000000.0
2018-08-06,1000000.0
2018-08-07,1000000.0
2018-08-08,1000000.0
2018-08-09,1000000.0
2018-08-10,1000000.0
2018-08-13,1000000.0
2018-08-14,1000000.0
2018-08-15,1000000.0
2018-08-16,1000000.0
2018-08-17,1000000.0
2018-08-20,1000000.0
2018-08-21,1000000.0
2018-08-22,1000000.0
2018-08-23,1000000.0
2018-08-24,1000000.0
2018-08-27,1000000.0
2018-08-28,1000000.0
2018-08-29,1000000.0
2018-08-30,1000000.0
2018-08-31,1000000.0
2018-09-03,1000000.0
2018-09-04,1000000.0
2018-09-05,1000000.0
2018-09-06,1000000.0
2018-09-07,1000000.0
2018-09-10,1000000.0
2018-09-11,1000000.0
2018-09-12,1000000.0
2018-09-13,1000000.0
2018-09-14,1000000.0
2018-09-17,1000000.0
2018-09-18,1000000.0
2018-09-19,1000000.0
2018-09-20,1000000.0
2018-09-21,1000000.0
2018-09-25,1000000.0
2018-09-26,1000000.0
2018-09-27,1000000.0
2018-09-28,1000000.0
2018-10-08,1000000.0
2018-10-09,1000000.0
2018-10-10,1000000.0
2018-10-11,1000000.0
2018-10-12,1000000.0
2018-10-15,1000000.0
2018-10-16,1000000.0
2018-10-17,1000000.0
2018-10-18,1000000.0
2018-10-19,1000000.0
2018-10-22,1000000.0
2018-10-23,1000000.0
2018-10-24,1000000.0
2018-10-25,1000000.0
2018-10-26,1000000.0
2018-10-29,1000000.0
2018-10-30,1000000.0
2018-10-31,1000000.0
2018-11-01,1000000.0
2018-11-02,1000000.0
2018-11-05,1000000.0
2018-11-06,1000000.0
2018-11-07,1000000.0
2018-11-08,1000000.0
2018-11-09,1000000.0
2018-11-12,1000000.0
2018-11-13,1000000.0
2018-11-14,1000000.0
2018-11-15,1000000.0
2018-11-16,1000000.0
2018-11-19,1000000.0
2018-11-20,1000000.0
2018-11-21,1000000.0
2018-11-22,1000000.0
2018-11-23,1000000.0
2018-11-26,1000000.0
2018-11-27,1000000.0
2018-11-28,1000000.0
2018-11-29,1000000.0
2018-11-30,1000000.0
2018-12-03,1000000.0
2018-12-04,1000000.0
2018-12-05,1000000.0
2018-12-06,1000000.0
2018-12-07,1000000.0
2018-12-10,1000000.0
2018-12-11,1000000.0
2018-12-12,1000000.0
2018-12-13,1000000.0
2018-12-14,1000000.0
2018-12-17,1000000.0
2018-12-18,1000000.0
2018-12-19,1000000.0
2018-12-20,1000000.0
2018-12-21,1000000.0
2018-12-24,1000000.0
2018-12-25,1000000.0
2018-12-26,1000000.0
2018-12-27,1000000.0
2018-12-28,1000000.0
2019-01-02,1000000.0
2019-01-03,1000000.0
2019-01-04,1000000.0
2019-01-07,1000000.0
2019-01-08,1000000.0
2019-01-09,1000000.0
2019-01-10,1000000.0
2019-01-11,1000000.0
2019-01-14,1000000.0
2019-01-15,1000000.0
2019-01-16,1000000.0
2019-01-17,1000000.0
2019-01-18,1000000.0
2019-01-21,1000000.0
2019-01-22,1000000.0
2019-01-23,1000000.0
2019-01-24,1000000.0
2019-01-25,1000000.0
2019-01-28,1000000.0
2019-01-29,1000000.0
2019-01-30,1000000.0
2019-01-31,1000000.0
2019-02-01,1000000.0
2019-02-11,1000000.0
2019-02-12,1000000.0
2019-02-13,1000000.0
2019-02-14,1000000.0
2019-02-15,1000000.0
2019-02-18,1000000.0
2019-02-19,1000000.0
2019-02-20,1000000.0
2019-02-21,1000000.0
2019-02-22,1000000.0
2019-02-25,1000000.0
2019-02-26,1000000.0
2019-02-27,1000000.0
2019-02-28,1000000.0
2019-03-01,1000000.0
2019-03-04,1000000.0
2019-03-05,1000000.0
2019-03-06,1000000.0
2019-03-07,1000000.0
2019-03-08,1000000.0
2019-03-11,1000000.0
2019-03-12,1000000.0
2019-03-13,1000000.0
2019-03-14,1000000.0
2019-03-15,1000000.0
2019-03-18,1000000.0
2019-03-19,1000000.0
2019-03-20,1000000.0
2019-03-21,1000000.0
2019-03-22,1000000.0
2019-03-25,1000000.0
2019-03-26,1000000.0
2019-03-27,1000000.0
2019-03-28,1000000.0
2019-03-29,1000000.0
2019-04-01,1000000.0
2019-04-02,1000000.0
2019-04-03,1000000.0
2019-04-04,1000000.0
2019-04-08,1000000.0
2019-04-09,1000000.0
2019-04-10,1000000.0
2019-04-11,1000000.0
2019-04-12,1000000.0
2019-04-15,1000000.0
2019-04-16,1000000.0
2019-04-17,1000000.0
2019-04-18,1000000.0
2019-04-19,1000000.0
2019-04-22,1000000.0
2019-04-23,1000000.0
2019-04-24,1000000.0
2019-04-25,1000000.0
2019-04-26,1000000.0
2019-04-29,1000000.0
2019-04-30,1000000.0
2019-05-06,1000000.0
2019-05-07,1000000.0
2019-05-08,1000000.0
2019-05-09,1000000.0
2019-05-10,1000000.0
2019-05-13,1000000.0
2019-05-14,1000000.0
2019-05-15,1000000.0
2019-05-16,1000000.0
2019-05-17,1000000.0
2019-05-20,1000000.0
2019-05-21,1000000.0
2019-05-22,1000000.0
2019-05-23,1000000.0
2019-05-24,1000000.0
2019-05-27,1000000.0
2019-05-28,1000000.0
2019-05-29,1000000.0
2019-05-30,1000000.0
2019-05-31,1000000.0
2019-06-03,1000000.0
2019-06-04,1000000.0
2019-06-05,1000000.0
2019-06-06,1000000.0
2019-06-10,1000000.0
2019-06-11,1000000.0
2019-06-12,1000000.0
2019-06-13,1000000.0
2019-06-14,1000000.0
2019-06-17,1000000.0
2019-06-18,1000000.0
2019-06-19,1000000.0
2019-06-20,1000000.0
2019-06-21,1000000.0
2019-06-24,1000000.0
2019-06-25,1000000.0
2019-06-26,1000000.0
2019-06-27,1000000.0
2019-06-28,1000000.0
2019-07-01,1000000.0
2019-07-02,1000000.0
2019-07-03,1000000.0
2019-07-04,1000000.0
2019-07-05,1000000.0
2019-07-08,1000000.0
2019-07-09,1000000.0
2019-07-10,1000000.0
2019-07-11,1000000.0
2019-07-12,1000000.0
2019-07-15,1000000.0
2019-07-16,1000000.0
2019-07-17,1000000.0
2019-07-18,1000000.0
2019-07-19,1000000.0
2019-07-22,1000000.0
2019-07-23,1000000.0
2019-07-24,1000000.0
2019-07-25,1000000.0
2019-07-26,1000000.0
2019-07-29,1000000.0
2019-07-30,1000000.0
2019-07-31,1000000.0
2019-08-01,1000000.0
2019-08-02,1000000.0
2019-08-05,1000000.0
2019-08-06,1000000.0
2019-08-07,1000000.0
2019-08-08,1000000.0
2019-08-09,1000000.0
2019-08-12,1000000.0
2019-08-13,1000000.0
2019-08-14,1000000.0
2019-08-15,1000000.0
2019-08-16,1000000.0
2019-08-19,1000000.0
2019-08-20,1000000.0
2019-08-21,1000000.0
2019-08-22,1000000.0
2019-08-23,1000000.0
2019-08-26,1000000.0
2019-08-27,1000000.0
2019-08-28,1000000.0
2019-08-29,1000000.0
2019-08-30,1000000.0
2019-09-02,1000000.0
2019-09-03,1000000.0
2019-09-04,1000000.0
2019-09-05,1000000.0
2019-09-06,1000000.0
2019-09-09,1000000.0
2019-09-10,1000000.0
2019-09-11,1000000.0
2019-09-12,1000000.0
2019-09-16,1000000.0
2019-09-17,1000000.0
2019-09-18,1000000.0
2019-09-19,1000000.0
2019-09-20,1000000.0
2019-09-23,1000000.0
2019-09-24,1000000.0
2019-09-25,1000000.0
2019-09-26,1000000.0
2019-09-27,1000000.0
2019-09-30,1000000.0
2019-10-08,1000000.0
2019-10-09,1000000.0
2019-10-10,1000000.0
2019-10-11,1000000.0
2019-10-14,1000000.0
2019-10-15,1000000.0
2019-10-16,1000000.0
2019-10-17,1000000.0
2019-10-18,1000000.0
2019-10-21,1000000.0
2019-10-22,1000000.0
2019-10-23,1000000.0
2019-10-24,1000000.0
2019-10-25,1000000.0
2019-10-28,1000000.0
2019-10-29,1000000.0
2019-10-30,1000000.0
2019-10-31,1000000.0
2019-11-01,1000000.0
2019-11-04,1000000.0
2019-11-05,1000000.0
2019-11-06,1000000.0
2019-11-07,1000000.0
2019-11-08,1000000.0
2019-11-11,1000000.0
2019-11-12,1000000.0
2019-11-13,1000000.0
2019-11-14,1000000.0
2019-11-15,1000000.0
2019-11-18,1000000.0
2019-11-19,1000000.0
2019-11-20,1000000.0
2019-11-21,1000000.0
2019-11-22,1000000.0
2019-11-25,1000000.0
2019-11-26,1000000.0
2019-11-27,1000000.0
2019-11-28,1000000.0
2019-11-29,1000000.0
2019-12-02,1000000.0
2019-12-03,1000000.0
2019-12-04,1000000.0
2019-12-05,1000000.0
2019-12-06,1000000.0
2019-12-09,1000000.0
2019-12-10,1000000.0
2019-12-11,1000000.0
2019-12-12,1000000.0
2019-12-13,1000000.0
2019-12-16,1000000.0
2019-12-17,1000000.0
2019-12-18,1000000.0
2019-12-19,1000000.0
2019-12-20,1000000.0
2019-12-23,1000000.0
2019-12-24,1000000.0
2019-12-25,1000000.0
2019-12-26,1000000.0
2019-12-27,1000000.0
2019-12-30,1000000.0
2019-12-31,1000000.0
2020-01-02,1000000.0
2020-01-03,1000000.0
2020-01-06,1000000.0
2020-01-07,1000000.0
2020-01-08,1000000.0
2020-01-09,1000000.0
2020-01-10,1000000.0
2020-01-13,1000000.0
2020-01-14,1000000.0
2020-01-15,1000000.0
2020-01-16,1000000.0
2020-01-17,1000000.0
2020-01-20,1000000.0
2020-01-21,1000000.0
2020-01-22,1000000.0
2020-01-23,1000000.0
2020-02-03,1000000.0
2020-02-04,1000000.0
2020-02-05,1000000.0
2020-02-06,1000000.0
2020-02-07,1000000.0
2020-02-10,1000000.0
2020-02-11,1000000.0
2020-02-12,1000000.0
2020-02-13,1000000.0
2020-02-14,1000000.0
2020-02-17,1000000.0
2020-02-18,1000000.0
2020-02-19,1000000.0
2020-02-20,1000000.0
2020-02-21,1000000.0
2020-02-24,1000000.0
2020-02-25,1000000.0
2020-02-26,1000000.0
2020-02-27,1000000.0
2020-02-28,1000000.0
2020-03-02,1000000.0
2020-03-03,1000000.0
2020-03-04,1000000.0
2020-03-05,1000000.0
2020-03-06,1000000.0
2020-03-09,1000000.0
2020-03-10,1000000.0
2020-03-11,1000000.0
2020-03-12,1000000.0
2020-03-13,1000000.0
2020-03-16,1000000.0
2020-03-17,1000000.0
2020-03-18,1000000.0
2020-03-19,1000000.0
2020-03-20,1000000.0
2020-03-23,1000000.0
2020-03-24,1000000.0
2020-03-25,1000000.0
2020-03-26,1000000.0
2020-03-27,1000000.0
2020-03-30,1000000.0
2020-03-31,1000000.0
2020-04-01,1000000.0
2020-04-02,1000000.0
2020-04-03,1000000.0
2020-04-07,1000000.0
2020-04-08,1000000.0
2020-04-09,1000000.0
2020-04-10,1000000.0
2020-04-13,1000000.0
2020-04-14,1000000.0
2020-04-15,1000000.0
2020-04-16,1000000.0
2020-04-17,1000000.0
2020-04-20,1000000.0
2020-04-21,1000000.0
2020-04-22,1000000.0
2020-04-23,1000000.0
2020-04-24,1000000.0
2020-04-27,1000000.0
2020-04-28,1000000.0
2020-04-29,1000000.0
2020-04-30,1000000.0
2020-05-06,1000000.0
2020-05-07,1000000.0
2020-05-08,1000000.0
2020-05-11,1000000.0
2020-05-12,1000000.0
2020-05-13,1000000.0
2020-05-14,1000000.0
2020-05-15,1000000.0
2020-05-18,1000000.0
2020-05-19,1000000.0
2020-05-20,1000000.0
2020-05-21,1000000.0
2020-05-22,1000000.0
2020-05-25,1000000.0
2020-05-26,1000000.0
2020-05-27,1000000.0
2020-05-28,1000000.0
2020-05-29,1000000.0
2020-06-01,1000000.0
2020-06-02,1000000.0
2020-06-03,1000000.0
2020-06-04,1000000.0
2020-06-05,1000000.0
2020-06-08,1000000.0
2020-06-09,1000000.0
2020-06-10,1000000.0
2020-06-11,1000000.0
2020-06-12,1000000.0
2020-06-15,1000000.0
2020-06-16,1000000.0
2020-06-17,1000000.0
2020-06-18,1000000.0
2020-06-19,1000000.0
2020-06-22,1000000.0
2020-06-23,1000000.0
2020-06-24,1000000.0
2020-06-29,1000000.0
2020-06-30,1000000.0
2020-07-01,1000000.0
2020-07-02,1000000.0
2020-07-03,1000000.0
2020-07-06,1000000.0
2020-07-07,1000000.0
2020-07-08,1000000.0
2020-07-09,1000000.0
2020-07-10,1000000.0
2020-07-13,1000000.0
2020-07-14,1000000.0
2020-07-15,1000000.0
2020-07-16,1000000.0
2020-07-17,1000000.0
2020-07-20,1000000.0
2020-07-21,1000000.0
2020-07-22,1000000.0
2020-07-23,1000000.0
2020-07-24,1000000.0
2020-07-27,1000000.0
2020-07-28,1000000.0
2020-07-29,1000000.0
2020-07-30,1000000.0
2020-07-31,1000000.0
2020-08-03,1000000.0
2020-08-04,1000000.0
2020-08-05,1000000.0
2020-08-06,1000000.0
2020-08-07,1000000.0
2020-08-10,1000000.0
2020-08-11,1000000.0
2020-08-12,1000000.0
2020-08-13,1000000.0
2020-08-14,1000000.0
2020-08-17,1000000.0
2020-08-18,1000000.0
2020-08-19,1000000.0
2020-08-20,1000000.0
2020-08-21,1000000.0
2020-08-24,1000000.0
2020-08-25,1000000.0
2020-08-26,1000000.0
2020-08-27,1000000.0
2020-08-28,1000000.0
2020-08-31,1000000.0
2020-09-01,1000000.0
2020-09-02,1000000.0
2020-09-03,1000000.0
2020-09-04,1000000.0
2020-09-07,1000000.0
2020-09-08,1000000.0
2020-09-09,1000000.0
2020-09-10,1000000.0
2020-09-11,1000000.0
2020-09-14,1000000.0
2020-09-15,1000000.0
2020-09-16,1000000.0
2020-09-17,1000000.0
2020-09-18,1000000.0
2020-09-21,1000000.0
2020-09-22,1000000.0
2020-09-23,1000000.0
2020-09-24,1000000.0
2020-09-25,1000000.0
2020-09-28,1000000.0
2020-09-29,1000000.0
2020-09-30,1000000.0
2020-10-09,1000000.0
2020-10-12,1000000.0
2020-10-13,1000000.0
2020-10-14,1000000.0
2020-10-15,1000000.0
2020-10-16,1000000.0
2020-10-19,1000000.0
2020-10-20,1000000.0
2020-10-21,1000000.0
2020-10-22,1000000.0
2020-10-23,1000000.0
2020-10-26,1000000.0
2020-10-27,1000000.0
2020-10-28,1000000.0
2020-10-29,1000000.0
2020-10-30,1000000.0
2020-11-02,1000000.0
2020-11-03,1000000.0
2020-11-04,1000000.0
2020-11-05,1000000.0
2020-11-06,1000000.0
2020-11-09,1000000.0
2020-11-10,1000000.0
2020-11-11,1000000.0
2020-11-12,1000000.0
2020-11-13,1000000.0
2020-11-16,1000000.0
2020-11-17,1000000.0
2020-11-18,1000000.0
2020-11-19,1000000.0
2020-11-20,1000000.0
2020-11-23,1000000.0
2020-11-24,1000000.0
2020-11-25,1000000.0
2020-11-26,1000000.0
2020-11-27,1000000.0
2020-11-30,1000000.0
2020-12-01,1000000.0
2020-12-02,1000000.0
2020-12-03,1000000.0
2020-12-04,1000000.0
2020-12-07,1000000.0
2020-12-08,1000000.0
2020-12-09,1000000.0
2020-12-10,1000000.0
2020-12-11,1000000.0
2020-12-14,1000000.0
2020-12-15,1000000.0
2020-12-16,1000000.0
2020-12-17,1000000.0
2020-12-18,1000000.0
2020-12-21,1000000.0
2020-12-22,1000000.0
2020-12-23,1000000.0
2020-12-24,1000000.0
2020-12-25,1000000.0
2020-12-28,1000000.0
2020-12-29,1000000.0
2020-12-30,1000000.0
2020-12-31,1000000.0
2021-01-04,1000000.0
2021-01-05,1000000.0
2021-01-06,1000000.0
2021-01-07,1000000.0
2021-01-08,1000000.0
2021-01-11,1000000.0
2021-01-12,1000000.0
2021-01-13,1000000.0
2021-01-14,1000000.0
2021-01-15,1000000.0
2021-01-18,1000000.0
2021-01-19,1000000.0
2021-01-20,1000000.0
2021-01-21,1000000.0
2021-01-22,1000000.0
2021-01-25,1000000.0
2021-01-26,1000000.0
2021-01-27,1000000.0
2021-01-28,1000000.0
2021-01-29,1000000.0
2021-02-01,1000000.0
2021-02-02,1000000.0
2021-02-03,1000000.0
2021-02-04,1000000.0
2021-02-05,1000000.0
2021-02-08,1000000.0
2021-02-09,1000000.0
2021-02-10,1000000.0
2021-02-18,1000000.0
2021-02-19,1000000.0
2021-02-22,1000000.0
2021-02-23,1000000.0
2021-02-24,1000000.0
2021-02-25,1000000.0
2021-02-26,1000000.0
2021-03-01,1000000.0
2021-03-02,1000000.0
2021-03-03,1000000.0
2021-03-04,1000000.0
2021-03-05,1000000.0
2021-03-08,1000000.0
2021-03-09,1000000.0
2021-03-10,1000000.0
2021-03-11,1000000.0
2021-03-12,1000000.0
2021-03-15,1000000.0
2021-03-16,1000000.0
2021-03-17,1000000.0
2021-03-18,1000000.0
2021-03-19,1000000.0
2021-03-22,1000000.0
2021-03-23,1000000.0
2021-03-24,1000000.0
2021-03-25,1000000.0
2021-03-26,1000000.0
2021-03-29,1000000.0
2021-03-30,1000000.0
2021-03-31,998411.5268799999
2021-04-01,1007585.1368799999
2021-04-02,1013226.4068799999
2021-04-06,1010713.7668799999
2021-04-07,1013824.5468799999
2021-04-08,1013439.2968799998
2021-04-09,1008901.32688
2021-04-12,978262.7168799998
2021-04-13,984704.3768799999
2021-04-14,1000634.98688
2021-04-15,996297.19688
2021-04-16,996009.14688
2021-04-19,1014535.0168799999
2021-04-20,1021218.8968799998
2021-04-21,1024873.4368799998
2021-04-22,1028557.9968799999
2021-04-23,1035380.71688
2021-04-26,1026900.4768799999
2021-04-27,1034763.07688
2021-04-28,1039914.4768800001
2021-04-29,1046325.48688
2021-04-30,1049693.77247
2021-05-06,1054275.4424700001
2021-05-07,1032535.64247
2021-05-10,1030711.0624699999
2021-05-11,1023892.12247
2021-05-12,1031764.6024699998
2021-05-13,1018934.84247
2021-05-14,1029296.93247
2021-05-17,1040469.8724700001
2021-05-18,1047553.4124699999
2021-05-19,1057970.9124699999
2021-05-20,1061355.32247
2021-05-21,1058152.29247
2021-05-24,1059421.28247
2021-05-25,1068099.2724700002
2021-05-26,1070541.40247
2021-05-27,1087287.14247
2021-05-28,1075685.69247
2021-05-31,1086187.4930200002
2021-06-01,1092156.38302
2021-06-02,1077441.81302
2021-06-03,1070378.1130200003
2021-06-04,1076479.53302
2021-06-07,1080701.49302
2021-06-08,1065771.8230200002
2021-06-09,1072528.8030200002
2021-06-10,1085884.1930200001
2021-06-11,1070866.4030199999
2021-06-15,1067987.1430199998
2021-06-16,1014984.8330200001
2021-06-17,1036124.6430200002
2021-06-18,1058503.98302
2021-06-21,1071963.67302
2021-06-22,1083477.71302
2021-06-23,1114917.57302
2021-06-24,1103655.66302
2021-06-25,1110592.3630200003
2021-06-28,1112922.5430200002
2021-06-29,1109361.37302
2021-06-30,1111314.4778100008
2021-07-01,1112871.8678100004
2021-07-02,1095147.6378100005
2021-07-05,1100654.6878100003
2021-07-06,1090262.1578100005
2021-07-07,1119547.0578100006
2021-07-08,1112667.2778100003
2021-07-09,1121262.2778100006
2021-07-12,1151569.0678100006
2021-07-13,1168776.8378100004
2021-07-14,1160330.1878100007
2021-07-15,1168078.0278100008
2021-07-16,1154197.3778100004
2021-07-19,1148231.2178100005
2021-07-20,1162191.5278100006
2021-07-21,1186081.4678100005
2021-07-22,1185444.0778100004
2021-07-23,1161592.7378100005
2021-07-26,1153364.2527600005
2021-07-27,1153364.2527600005
2021-07-28,1153364.2527600005
2021-07-29,1153364.2527600005
2021-07-30,1153364.2527600005
2021-08-02,1153364.2527600005
2021-08-03,1153364.2527600005
2021-08-04,1153364.2527600005
2021-08-05,1153364.2527600005
2021-08-06,1153364.2527600005
2021-08-09,1153364.2527600005
2021-08-10,1153364.2527600005
2021-08-11,1153364.2527600005
2021-08-12,1153364.2527600005
2021-08-13,1153364.2527600005
2021-08-16,1153364.2527600005
2021-08-17,1153364.2527600005
2021-08-18,1153364.2527600005
2021-08-19,1153364.2527600005
2021-08-20,1153364.2527600005
2021-08-23,1153364.2527600005
2021-08-24,1153364.2527600005
2021-08-25,1153364.2527600005
2021-08-26,1153364.2527600005
2021-08-27,1153364.2527600005
2021-08-30,1153364.2527600005
2021-08-31,1153364.2527600005
2021-09-01,1153364.2527600005
2021-09-02,1153364.2527600005
2021-09-03,1153364.2527600005
2021-09-06,1153364.2527600005
2021-09-07,1153364.2527600005
2021-09-08,1153364.2527600005
2021-09-09,1153364.2527600005
2021-09-10,1153364.2527600005
2021-09-13,1153364.2527600005
2021-09-14,1153364.2527600005
2021-09-15,1153364.2527600005
2021-09-16,1153364.2527600005
2021-09-17,1153364.2527600005
2021-09-22,1153364.2527600005
2021-09-23,1153364.2527600005
2021-09-24,1153364.2527600005
2021-09-27,1153364.2527600005
2021-09-28,1153364.2527600005
2021-09-29,1153364.2527600005
2021-09-30,1153364.2527600005
2021-10-08,1153364.2527600005
2021-10-11,1153364.2527600005
2021-10-12,1153364.2527600005
2021-10-13,1153364.2527600005
2021-10-14,1153364.2527600005
2021-10-15,1153364.2527600005
2021-10-18,1153364.2527600005
2021-10-19,1153364.2527600005
2021-10-20,1153364.2527600005
2021-10-21,1153364.2527600005
2021-10-22,1153364.2527600005
2021-10-25,1153364.2527600005
2021-10-26,1153364.2527600005
2021-10-27,1153364.2527600005
2021-10-28,1153364.2527600005
2021-10-29,1153364.2527600005
2021-11-01,1153364.2527600005
2021-11-02,1153364.2527600005
2021-11-03,1153364.2527600005
2021-11-04,1153364.2527600005
2021-11-05,1153364.2527600005
2021-11-08,1153364.2527600005
2021-11-09,1153364.2527600005
2021-11-10,1153364.2527600005
2021-11-11,1153364.2527600005
2021-11-12,1153364.2527600005
2021-11-15,1153364.2527600005
2021-11-16,1153364.2527600005
2021-11-17,1153364.2527600005
2021-11-18,1153364.2527600005
2021-11-19,1153364.2527600005
2021-11-22,1153364.2527600005
2021-11-23,1153364.2527600005
2021-11-24,1153364.2527600005
2021-11-25,1153364.2527600005
2021-11-26,1153364.2527600005
2021-11-29,1153364.2527600005
2021-11-30,1153364.2527600005
2021-12-01,1153364.2527600005
2021-12-02,1153364.2527600005
2021-12-03,1153364.2527600005
2021-12-06,1153364.2527600005
2021-12-07,1153364.2527600005
2021-12-08,1153364.2527600005
2021-12-09,1153364.2527600005
2021-12-10,1153364.2527600005
2021-12-13,1153364.2527600005
2021-12-14,1153364.2527600005
2021-12-15,1153364.2527600005
2021-12-16,1153364.2527600005
2021-12-17,1153364.2527600005
2021-12-20,1153364.2527600005
2021-12-21,1153364.2527600005
2021-12-22,1153364.2527600005
2021-12-23,1153364.2527600005
2021-12-24,1153364.2527600005
2021-12-27,1153364.2527600005
2021-12-28,1153364.2527600005
2021-12-29,1153364.2527600005
2021-12-30,1153364.2527600005
2021-12-31,1153364.2527600005
2022-01-04,1153364.2527600005
2022-01-05,1153364.2527600005
2022-01-06,1153364.2527600005
2022-01-07,1153364.2527600005
2022-01-10,1153364.2527600005
2022-01-11,1153364.2527600005
2022-01-12,1153364.2527600005
2022-01-13,1153364.2527600005
2022-01-14,1153364.2527600005
2022-01-17,1153364.2527600005
2022-01-18,1153364.2527600005
2022-01-19,1153364.2527600005
2022-01-20,1153364.2527600005
2022-01-21,1153364.2527600005
2022-01-24,1153364.2527600005
2022-01-25,1153364.2527600005
2022-01-26,1153364.2527600005
2022-01-27,1153364.2527600005
2022-01-28,1153364.2527600005
2022-02-07,1153364.2527600005
2022-02-08,1153364.2527600005
2022-02-09,1153364.2527600005
2022-02-10,1153364.2527600005
2022-02-11,1153364.2527600005
2022-02-14,1153364.2527600005
2022-02-15,1153364.2527600005
2022-02-16,1153364.2527600005
2022-02-17,1153364.2527600005
2022-02-18,1153364.2527600005
2022-02-21,1153364.2527600005
2022-02-22,1153364.2527600005
2022-02-23,1153364.2527600005
2022-02-24,1153364.2527600005
2022-02-25,1153364.2527600005
2022-02-28,1153364.2527600005
2022-03-01,1153364.2527600005
2022-03-02,1153364.2527600005
2022-03-03,1153364.2527600005
2022-03-04,1153364.2527600005
2022-03-07,1153364.2527600005
2022-03-08,1153364.2527600005
2022-03-09,1153364.2527600005
2022-03-10,1153364.2527600005
2022-03-11,1153364.2527600005
2022-03-14,1153364.2527600005
2022-03-15,1153364.2527600005
2022-03-16,1153364.2527600005
2022-03-17,1153364.2527600005
2022-03-18,1153364.2527600005
2022-03-21,1153364.2527600005
2022-03-22,1153364.2527600005
2022-03-23,1153364.2527600005
